大类,子类关键词,景点ID,名称,评分,评论数,区域,城市,地址,分类,等级,特色,标签,门票说明,是否免费,图片链接,详情链接,纬度,经度
励志拓展型,大学,150301846,长春理工大学(东校区)图书馆-王大珩展厅,0.0,0,,长春,长春,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/changchun216/150301846.html?scene=onlinesearch,43.839773,125.319882
励志拓展型,大学,150387930,吉林外国语大学图书馆-书目检索,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/changchun216/150387930.html?scene=onlinesearch,43.826869,125.453298
励志拓展型,大学,150416597,长春理工大学(东校区)-校标雕塑,0.0,0,,长春,长春,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/changchun216/150416597.html?scene=onlinesearch,43.841158,125.320242
励志拓展型,大学,151081873,吉林大学附属中学-体育场(朝阳校区),0.0,0,,长春,长春,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/151081873.html?scene=onlinesearch,43.885727,125.322995
励志拓展型,大学,151323393,吉林农业大学第一运动场,0.0,0,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/151323393.html?scene=onlinesearch,43.817474,125.413475
励志拓展型,大学,152835675,吉林大学前卫南区篮球场2,0.0,0,吉林大学前卫南区/硅谷大街,长春,长春 · 吉林大学前卫南区/硅谷大街,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/152835675.html?scene=onlinesearch,43.830625,125.28213
励志拓展型,大学,152842564,吉林大学南岭校区篮球场,0.0,0,长春动植物公园/东北师范大学,长春,长春 · 长春动植物公园/东北师范大学,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/152842564.html?scene=onlinesearch,43.86331,125.344183
励志拓展型,大学,152890080,吉林大学朝阳校区体育馆,0.0,0,吉大一院商圈,长春,长春 · 吉大一院商圈,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/152890080.html?scene=onlinesearch,43.890468,125.311903
励志拓展型,大学,152895083,吉林大学和平校区排球场,0.0,0,吾悦广场/吉大和平校区,长春,长春 · 吾悦广场/吉大和平校区,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/changchun216/152895083.html?scene=onlinesearch,43.91784,125.271754
文化康乐型,影视城,78239,长影世纪城,4.1,5912,净月大学城/净月潭,长春,长春 · 净月大学城/净月潭,吉林必打卡景点榜 No.3,5A,项目丰富的电影主题公园,"嗨玩乐园, 遛娃宝藏地",门票,否,https://dimg04.c-ctrip.com/images/01021120005znwtdt0DCB.jpg,https://you.ctrip.com/sight/changchun216/10564.html?scene=onlinesearch,43.778242,125.452836
文化康乐型,文化小镇,145636073,九连山旅游度假村平安文化小镇,0.0,0,,扶余,扶余,,,,,,否,https://dimg04.c-ctrip.com/images/0HJ0r12000g90ifdy2C5B.jpg,https://you.ctrip.com/sight/fuyu1446006/145636073.html?scene=onlinesearch,45.163581,125.151704
文化康乐型,文化小镇,145575356,中国长春莲花山国际音乐文化小镇,0.0,0,,长春,长春,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/changchun216/145575356.html?scene=onlinesearch,43.870152,125.585848
文化康乐型,文化小镇,148712452,吉林有吉山文化旅游度假小镇,0.0,0,,延吉,延吉,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/yanji475/148712452.html?scene=onlinesearch,42.884526,129.529215
文化康乐型,文化小镇,145575728,龙井海兰江足球文化小镇,0.0,0,,龙井,龙井,,,,,,否,https://dimg04.c-ctrip.com/images/0102u1200086k28vc0A5C.jpg,https://you.ctrip.com/sight/longjing2465/145575728.html?scene=onlinesearch,42.816763,129.436271
文化康乐型,文化小镇,148646226,扶余市九连山村平安文化小镇党建广场,0.0,0,,扶余,扶余,,,,,,否,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/FC/24/CghzflW7H_iATdynAAA-FlXAIeA738.jpg,https://you.ctrip.com/sight/fuyu1446006/148646226.html?scene=onlinesearch,45.158749,125.156307
