大类,子类关键词,景点ID,名称,评分,评论数,区域,城市,地址,分类,等级,特色,标签,门票说明,是否免费,图片链接,详情链接,纬度,经度
知识科普型,博物馆,18599824,三河民俗博物馆,4.6,18,,肥西,肥西,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/0103212000as4h73w8402.jpg,https://you.ctrip.com/sight/feixi2619/1682710.html?scene=onlinesearch,31.516961,117.248631
知识科普型,博物馆,79436980,泗州博物馆,5.0,2,,泗县,泗县,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0105312000a6n70rdD04F.jpg,https://you.ctrip.com/sight/sicounty2633/5703327.html?scene=onlinesearch,33.486137,117.917395
知识科普型,博物馆,18529066,黄山地质博物馆,4.5,18,黄山山上,黄山,黄山 · 黄山山上,,,,"博物馆, 博物馆&展馆",,否,https://dimg04.c-ctrip.com/images/100p14000000x2l1i27C4.jpg,https://you.ctrip.com/sight/huangshan120061/1676893.html?scene=onlinesearch,30.126146,118.199905
知识科普型,博物馆,79438417,当涂博物馆,3.5,6,,当涂,当涂,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0106p12000b6qb5bl9203.jpg,https://you.ctrip.com/sight/dangtu1445969/5704760.html?scene=onlinesearch,31.563657,118.51558
知识科普型,博物馆,79436999,宿松县博物馆,4.0,1,,宿松,宿松,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0106s12000bzrvb4s556F.jpg,https://you.ctrip.com/sight/susong2597/5703364.html?scene=onlinesearch,30.158519,116.138362
知识科普型,博物馆,79436995,来安县博物馆,4.6,5,,来安,来安,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0104c12000b2ve8i71EB3.jpg,https://you.ctrip.com/sight/laian2629/5703361.html?scene=onlinesearch,32.419238,118.445697
知识科普型,博物馆,79438421,徽字号徽雕艺术博物馆,5.0,3,黄山北站/西溪南古村落,黄山,黄山 · 黄山北站/西溪南古村落,,,,"特色展馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0102j12000atybwm09216.jpg,https://you.ctrip.com/sight/huangshan120061/5704773.html?scene=onlinesearch,29.795889,118.273782
知识科普型,博物馆,145511799,六安瓜片茶文化博物馆(玉博园店),5.0,1,,金寨,金寨,,,,博物馆&展馆,,否,https://dimg04.c-ctrip.com/images/0HJ6c12000g8o9re8D773.jpg,https://you.ctrip.com/sight/jinzhai2623/145511799.html?scene=onlinesearch,31.718318,115.957036
知识科普型,博物馆,145412121,泗县隋唐大运河博物馆,0.0,0,,泗县,泗县,,,,博物馆&展馆,,否,https://dimg04.c-ctrip.com/images/0106m12000gdflmtpE805.jpg,https://you.ctrip.com/sight/sicounty2633/145412121.html?scene=onlinesearch,33.513024,117.948106
知识科普型,博物馆,79436969,南陵县博物馆,5.0,3,,南陵,南陵,,,,"博物馆, 博物馆&展馆",免费,是,https://dimg04.c-ctrip.com/images/0103312000azygatv35EA.jpg,https://you.ctrip.com/sight/nanling1445976/5703328.html?scene=onlinesearch,30.925412,118.348045
